Máscara,Tipo,Descrição,Saldo anterior,Tipo Saldo,Débito,Crédito,Saldo atual,Tipo Saldo,Entidade,ID_Entidade
,,7-Empenho - 13001  2024  1180  0  16007000,0,C,0,"11,68","11,68",C,,
,,7-Empenho - 13001  2024  1182  0  16007000,0,C,0,"16,8","16,8",C,,
,,7-Empenho - 13001  2024  1184  0  15001002,0,C,"14,04","14,04",0,C,,
,,7-Empenho - 13001  2024  1188  0  16007000,0,C,0,"9,24","9,24",C,,
,,7-Empenho - 13001  2024  1193  0  16007000,0,C,"21,6","21,6",0,C,,
,,7-Empenho - 13001  2024  1194  0  16007000,0,C,0,"49,44","49,44",C,,
,,7-Empenho - 13001  2024  1195  0  16007000,0,C,"1.025,47","1.025,47",0,C,,
,,7-Empenho - 13001  2024  1196  0  16007000,0,C,"19.188,53","19.188,53",0,C,,
,,7-Empenho - 13001  2024  1197  0  16007000,0,C,"2.244,87","2.244,87",0,C,,
,,7-Empenho - 13001  2024  1198  0  16007000,0,C,"2.507,24","2.507,24",0,C,,
,,7-Empenho - 13001  2024  1203  0  15001002,0,C,"504,83","504,83",0,C,,
,,7-Empenho - 13001  2024  1204  0  15001002,0,C,"75,04","75,04",0,C,,
,,7-Empenho - 13001  2024  1205  0  15001002,0,C,"896,93","896,93",0,C,,
,,7-Empenho - 13001  2024  1209  0  16007000,0,C,"1.544,25","1.544,25",0,C,,
,,7-Empenho - 13001  2024  1211  0  16007000,0,C,"163,17","163,17",0,C,,
,,7-Empenho - 13001  2024  1224  0  16007000,0,C,"22,07","22,07",0,C,,
,,7-Empenho - 13001  2024  1225  0  16007000,0,C,0,"56,32","56,32",C,,
,,7-Empenho - 13001  2024  1226  0  16007000,0,C,"69,11","69,11",0,C,,
,,7-Empenho - 13001  2024  1227  0  16007000,0,C,"13,68","13,68",0,C,,
,,7-Empenho - 13001  2024  1228  0  16007000,0,C,"51,73","51,73",0,C,,
,,7-Empenho - 13001  2024  1229  0  16007000,0,C,"6,05","6,05",0,C,,
,,7-Empenho - 13001  2024  1230  0  16007000,0,C,"34,14","34,14",0,C,,
,,7-Empenho - 13001  2024  1231  0  16007000,0,C,"3,74","3,74",0,C,,
,,7-Empenho - 13001  2024  1232  0  16007000,0,C,"37,8","37,8",0,C,,
,,7-Empenho - 13001  2024  1233  0  16007000,0,C,"57,6","57,6",0,C,,
,,7-Empenho - 13001  2024  1234  0  16007000,0,C,"35,28","35,28",0,C,,
,,7-Empenho - 13001  2024  1235  0  16007000,0,C,0,"69,12","69,12",C,,
,,7-Empenho - 13001  2024  1236  0  16007000,0,C,"8,88","8,88",0,C,,
,,7-Empenho - 13001  2024  1237  0  16007000,0,C,"5,18","5,18",0,C,,
,,7-Empenho - 13001  2024  1240  0  15001002,0,C,"14,3","14,3",0,C,,
,,7-Empenho - 13001  2024  1243  0  16007000,0,C,0,"24,41","24,41",C,,
,,7-Empenho - 13001  2024  1244  0  16007000,0,C,"92,22","92,22",0,C,,
,,7-Empenho - 13001  2024  1245  0  16007000,0,C,"74,28","74,28",0,C,,
,,7-Empenho - 13001  2024  1246  0  15001002,0,C,"3,81","3,81",0,C,,
,,7-Empenho - 13001  2024  1247  0  16007000,0,C,"64,8","64,8",0,C,,
,,7-Empenho - 13001  2024  1248  0  16007000,0,C,"76,32","76,32",0,C,,
,,7-Empenho - 13001  2024  1249  0  16007000,0,C,0,"32,53","32,53",C,,
,,7-Empenho - 13001  2024  1250  0  16007000,0,C,"44,06","44,06",0,C,,
,,7-Empenho - 13001  2024  1251  0  16007000,0,C,"57,84","57,84",0,C,,
,,7-Empenho - 13001  2024  1267  0  15001002,0,C,"14,04","14,04",0,C,,
,,7-Empenho - 13001  2024  127  0  15001002,0,C,"35,1","35,1",0,C,,
,,7-Empenho - 13001  2024  1270  0  16217000,0,C,"12,43","12,43",0,C,,
,,7-Empenho - 13001  2024  1271  0  16217000,0,C,"280,9","280,9",0,C,,
,,7-Empenho - 13001  2024  1272  0  16217000,0,C,"35,23","35,23",0,C,,
,,7-Empenho - 13001  2024  1273  0  16217000,0,C,"1,59","1,59",0,C,,
,,7-Empenho - 13001  2024  1282  0  16007000,0,C,"0,24","0,24",0,C,,
,,7-Empenho - 13001  2024  1283  0  16007000,0,C,"7,16","7,16",0,C,,
,,7-Empenho - 13001  2024  1284  0  16007000,0,C,"28,75","28,75",0,C,,
,,7-Empenho - 13001  2024  1287  0  15001002,0,C,"19,61","19,61",0,C,,
,,7-Empenho - 13001  2024  1288  0  15001002,0,C,"72,19","72,19",0,C,,
,,7-Empenho - 13001  2024  129  0  15001002,0,C,541,541,0,C,,
,,7-Empenho - 13001  2024  1290  0  15001002,0,C,"4,83","4,83",0,C,,
,,7-Empenho - 13001  2024  1291  0  15001002,0,C,"67,79","67,79",0,C,,
,,7-Empenho - 13001  2024  1293  0  15001002,0,C,0,"62,46","62,46",C,,
,,7-Empenho - 13001  2024  1294  0  15001002,0,C,0,"48,05","48,05",C,,
,,7-Empenho - 13001  2024  1299  0  15001002,0,C,"97,42","97,42",0,C,,
,,7-Empenho - 13001  2024  1303  0  16007000,0,C,0,"45,6","45,6",C,,
,,7-Empenho - 13001  2024  1304  0  16007000,0,C,"15,05","15,05",0,C,,
,,7-Empenho - 13001  2024  1305  0  15001002,0,C,"13,13","13,13",0,C,,
,,7-Empenho - 13001  2024  1311  0  15001002,0,C,"7,51","7,51",0,C,,
,,7-Empenho - 13001  2024  1312  0  15001002,0,C,"24,94","24,94",0,C,,
,,7-Empenho - 13001  2024  1314  0  16007000,0,C,0,"33,8","33,8",C,,
,,7-Empenho - 13001  2024  1315  0  15001002,0,C,"268,8","268,8",0,C,,
,,7-Empenho - 13001  2024  1316  0  16007000,0,C,"7,78","19,52","11,74",C,,
,,7-Empenho - 13001  2024  1317  0  16007000,0,C,0,"41,82","41,82",C,,
,,7-Empenho - 13001  2024  1318  0  16007000,0,C,0,"29,15","29,15",C,,
,,7-Empenho - 13001  2024  132  0  15001002,0,C,"102,18","102,18",0,C,,
,,7-Empenho - 13001  2024  1320  0  16007000,0,C,0,"6,14","6,14",C,,
,,7-Empenho - 13001  2024  1321  0  16007000,0,C,"65,6","65,6",0,C,,
,,7-Empenho - 13001  2024  1322  0  16007000,0,C,0,"8,61","8,61",C,,
,,7-Empenho - 13001  2024  1323  0  16007000,0,C,"15,12","15,12",0,C,,
,,7-Empenho - 13001  2024  1324  0  16007000,0,C,"7,17","7,17",0,C,,
,,7-Empenho - 13001  2024  1325  0  16007000,0,C,"4,07","4,07",0,C,,
,,7-Empenho - 13001  2024  1326  0  16007000,0,C,0,"1,41","1,41",C,,
,,7-Empenho - 13001  2024  1328  0  16007000,0,C,0,"3,43","3,43",C,,
,,7-Empenho - 13001  2024  1329  0  16007000,0,C,"3,72","3,72",0,C,,
,,7-Empenho - 13001  2024  133  0  15001002,0,C,"46,2","46,2",0,C,,
,,7-Empenho - 13001  2024  1330  0  16007000,0,C,"8,9","8,9",0,C,,
,,7-Empenho - 13001  2024  1331  0  16007000,0,C,"2,95","2,95",0,C,,
,,7-Empenho - 13001  2024  1332  0  16007000,0,C,0,"4,18","4,18",C,,
,,7-Empenho - 13001  2024  1333  0  16007000,0,C,0,"1,44","1,44",C,,
,,7-Empenho - 13001  2024  1334  0  16007000,0,C,0,"1,58","1,58",C,,
,,7-Empenho - 13001  2024  1335  0  16007000,0,C,0,"21,96","21,96",C,,
,,7-Empenho - 13001  2024  1337  0  15001002,0,C,0,"17,18","17,18",C,,
,,7-Empenho - 13001  2024  1341  0  15001002,0,C,"20,04","20,04",0,C,,
,,7-Empenho - 13001  2024  1342  0  15001002,0,C,"49,16","49,16",0,C,,
,,7-Empenho - 13001  2024  1347  0  16007000,0,C,"24,39","24,39",0,C,,
,,7-Empenho - 13001  2024  1348  0  16007000,0,C,0,"9,7","9,7",C,,
,,7-Empenho - 13001  2024  1349  0  16007000,0,C,0,"35,76","35,76",C,,
,,7-Empenho - 13001  2024  1350  0  16007000,0,C,"110,3","110,3",0,C,,
,,7-Empenho - 13001  2024  1351  0  16007000,0,C,0,"77,69","77,69",C,,
,,7-Empenho - 13001  2024  1352  0  16007000,0,C,"16,14","16,14",0,C,,
,,7-Empenho - 13001  2024  1353  0  16007000,0,C,"22,28","22,28",0,C,,
,,7-Empenho - 13001  2024  1354  0  16007000,0,C,0,"6,84","6,84",C,,
,,7-Empenho - 13001  2024  1355  0  16007000,0,C,0,"2,62","2,62",C,,
,,7-Empenho - 13001  2024  1356  0  16007000,0,C,0,"22,42","22,42",C,,
,,7-Empenho - 13001  2024  1357  0  16007000,0,C,0,"18,6","18,6",C,,
,,7-Empenho - 13001  2024  1358  0  16007000,0,C,"10,08","10,08",0,C,,
,,7-Empenho - 13001  2024  1359  0  16007000,0,C,"29,64","29,64",0,C,,
,,7-Empenho - 13001  2024  1360  0  16007000,0,C,0,"65,97","65,97",C,,
,,7-Empenho - 13001  2024  1361  0  16007000,0,C,0,"6,21","6,21",C,,
,,7-Empenho - 13001  2024  1362  0  16007000,0,C,0,"36,46","36,46",C,,
,,7-Empenho - 13001  2024  1363  0  16007000,0,C,0,"85,2","85,2",C,,
,,7-Empenho - 13001  2024  1377  0  15001002,0,C,"13,13","13,13",0,C,,
,,7-Empenho - 13001  2024  1380  0  16007000,0,C,0,"5,85","5,85",C,,
,,7-Empenho - 13001  2024  1381  0  16007000,0,C,0,"4,5","4,5",C,,
,,7-Empenho - 13001  2024  1384  0  15001002,0,C,0,"35,2","35,2",C,,
,,7-Empenho - 13001  2024  1385  0  16007000,0,C,0,"1,67","1,67",C,,
,,7-Empenho - 13001  2024  1387  0  15001002,0,C,0,"5,18","5,18",C,,
,,7-Empenho - 13001  2024  1388  0  16007000,0,C,0,"6,09","6,09",C,,
,,7-Empenho - 13001  2024  1389  0  16217000,0,C,"2,38","2,38",0,C,,
,,7-Empenho - 13001  2024  1390  0  16007000,0,C,0,"1,48","1,48",C,,
,,7-Empenho - 13001  2024  1391  0  16007000,0,C,0,"1,58","1,58",C,,
,,7-Empenho - 13001  2024  1392  0  16007000,0,C,0,"2,16","2,16",C,,
,,7-Empenho - 13001  2024  1393  0  16007000,0,C,0,"2,02","2,02",C,,
,,7-Empenho - 13001  2024  1395  0  16007000,0,C,0,"5,74","5,74",C,,
,,7-Empenho - 13001  2024  1396  0  15001002,0,C,"268,8","268,8",0,C,,
,,7-Empenho - 13001  2024  1400  0  16007000,0,C,"549,59","549,59",0,C,,
,,7-Empenho - 13001  2024  1401  0  16007000,0,C,"19.189,22","19.189,22",0,C,,
,,7-Empenho - 13001  2024  1402  0  16007000,0,C,"2.304,31","2.304,31",0,C,,
,,7-Empenho - 13001  2024  1403  0  16007000,0,C,"4.250,76","4.250,76",0,C,,
,,7-Empenho - 13001  2024  1406  0  15001002,0,C,"542,04","542,04",0,C,,
,,7-Empenho - 13001  2024  1407  0  15001002,0,C,"134,44","134,44",0,C,,
,,7-Empenho - 13001  2024  1408  0  15001002,0,C,"815,42","815,42",0,C,,
,,7-Empenho - 13001  2024  1412  0  16007000,0,C,"1.588,87","1.588,87",0,C,,
,,7-Empenho - 13001  2024  1414  0  16007000,0,C,"115,2","115,2",0,C,,
,,7-Empenho - 13001  2024  1430  0  15001002,0,C,0,"0,24","0,24",C,,
,,7-Empenho - 13001  2024  1431  0  16007000,0,C,0,"21,58","21,58",C,,
,,7-Empenho - 13001  2024  1433  0  15001002,0,C,"34,31","34,31",0,C,,
,,7-Empenho - 13001  2024  1434  0  15001002,0,C,"13,13","13,13",0,C,,
,,7-Empenho - 13001  2024  1436  0  16007000,0,C,"0,65","0,65",0,C,,
,,7-Empenho - 13001  2024  1437  0  15001002,0,C,"8,41","8,41",0,C,,
,,7-Empenho - 13001  2024  1438  0  16217000,0,C,"0,29","0,29",0,C,,
,,7-Empenho - 13001  2024  1440  0  16007000,0,C,0,"69,84","69,84",C,,
,,7-Empenho - 13001  2024  1456  0  16007000,0,C,0,"834,49","834,49",C,,
,,7-Empenho - 13001  2024  1459  0  16007000,0,C,0,"2,68","2,68",C,,
,,7-Empenho - 13001  2024  1460  0  16007000,0,C,0,"13,91","13,91",C,,
,,7-Empenho - 13001  2024  1461  0  16007000,0,C,0,"267,28","267,28",C,,
,,7-Empenho - 13001  2024  1462  0  15001002,0,C,"8,47","8,47",0,C,,
,,7-Empenho - 13001  2024  1463  0  15001002,0,C,"15,6","15,6",0,C,,
,,7-Empenho - 13001  2024  1473  0  16217000,0,C,"13,17","13,17",0,C,,
,,7-Empenho - 13001  2024  1474  0  15001002,0,C,"13,13","13,13",0,C,,
,,7-Empenho - 13001  2024  1475  0  15001002,0,C,"1.075,20","1.075,20",0,C,,
,,7-Empenho - 13001  2024  1478  0  15001002,0,C,"4,83","4,83",0,C,,
,,7-Empenho - 13001  2024  1479  0  15001002,0,C,"60,06","60,06",0,C,,
,,7-Empenho - 13001  2024  1485  0  15001002,0,C,"13,13","13,13",0,C,,
,,7-Empenho - 13001  2024  1487  0  16217000,0,C,0,"9,96","9,96",C,,
,,7-Empenho - 13001  2024  1488  0  15001002,0,C,0,"0,86","0,86",C,,
,,7-Empenho - 13001  2024  1489  0  15001002,0,C,0,"4,73","4,73",C,,
,,7-Empenho - 13001  2024  149  0  15001002,0,C,"39,6","39,6",0,C,,
,,7-Empenho - 13001  2024  1492  0  16007000,0,C,0,"41,76","41,76",C,,
,,7-Empenho - 13001  2024  1496  0  16217000,0,C,0,"4,44","4,44",C,,
,,7-Empenho - 13001  2024  1497  0  16217000,0,C,0,"21,51","21,51",C,,
,,7-Empenho - 13001  2024  1498  0  16217000,0,C,0,"6,87","6,87",C,,
,,7-Empenho - 13001  2024  1499  0  16217000,0,C,0,"3,59","3,59",C,,
,,7-Empenho - 13001  2024  150  0  15001002,0,C,"1,42","1,42",0,C,,
,,7-Empenho - 13001  2024  1507  0  15001002,0,C,"34,53","34,53",0,C,,
,,7-Empenho - 13001  2024  1508  0  15001002,0,C,"98,49","98,49",0,C,,
,,7-Empenho - 13001  2024  1509  0  15001002,0,C,"37,46","37,46",0,C,,
,,7-Empenho - 13001  2024  151  0  15001002,0,C,30,30,0,C,,
,,7-Empenho - 13001  2024  1510  0  16007000,0,C,"305,81","305,81",0,C,,
,,7-Empenho - 13001  2024  1511  0  16007000,0,C,"19.196,77","19.196,77",0,C,,
,,7-Empenho - 13001  2024  1512  0  16007000,0,C,"2.255,22","2.255,22",0,C,,
,,7-Empenho - 13001  2024  1513  0  16007000,0,C,"2.146,56","2.146,56",0,C,,
,,7-Empenho - 13001  2024  1516  0  15001002,0,C,"515,83","515,83",0,C,,
,,7-Empenho - 13001  2024  1517  0  15001002,0,C,"213,58","213,58",0,C,,
,,7-Empenho - 13001  2024  1518  0  15001002,0,C,"815,42","815,42",0,C,,
,,7-Empenho - 13001  2024  152  0  15001002,0,C,"11,28","11,28",0,C,,
,,7-Empenho - 13001  2024  1522  0  16007000,0,C,"1.087,39","1.087,39",0,C,,
,,7-Empenho - 13001  2024  1524  0  16007000,0,C,"115,21","115,21",0,C,,
,,7-Empenho - 13001  2024  153  0  15001002,0,C,"27,54","27,54",0,C,,
,,7-Empenho - 13001  2024  1535  0  15001002,0,C,"6,59","6,59",0,C,,
,,7-Empenho - 13001  2024  1536  0  15001002,0,C,0,"37,05","37,05",C,,
,,7-Empenho - 13001  2024  1538  0  15001002,0,C,"153,6","153,6",0,C,,
,,7-Empenho - 13001  2024  1539  0  15001002,0,C,"13,13","13,13",0,C,,
,,7-Empenho - 13001  2024  154  0  15001002,0,C,"53,78","53,78",0,C,,
,,7-Empenho - 13001  2024  1540  0  15001002,0,C,0,"66,47","66,47",C,,
,,7-Empenho - 13001  2024  1541  0  15001002,0,C,"7,58","7,58",0,C,,
,,7-Empenho - 13001  2024  155  0  15001002,0,C,"10,64","10,64",0,C,,
,,7-Empenho - 13001  2024  156  0  15001002,0,C,"11,72","11,72",0,C,,
,,7-Empenho - 13001  2024  1561  0  16007000,0,C,0,"71,4","71,4",C,,
,,7-Empenho - 13001  2024  1569  0  15001002,0,C,0,"15,19","15,19",C,,
,,7-Empenho - 13001  2024  157  0  16217000,0,C,"26,28","26,28",0,C,,
,,7-Empenho - 13001  2024  158  0  15001002,0,C,"10,56","10,56",0,C,,
,,7-Empenho - 13001  2024  1581  0  16007000,0,C,0,"277,89","277,89",C,,
,,7-Empenho - 13001  2024  1582  0  16007000,0,C,0,"1,67","1,67",C,,
,,7-Empenho - 13001  2024  1583  0  16007000,0,C,0,"18,85","18,85",C,,
,,7-Empenho - 13001  2024  159  0  15001002,0,C,"67,79","67,79",0,C,,
,,7-Empenho - 13001  2024  1590  0  16007000,0,C,0,27,27,C,,
,,7-Empenho - 13001  2024  1591  0  16007000,0,C,0,"1,32","1,32",C,,
,,7-Empenho - 13001  2024  1592  0  16007000,0,C,0,"1,07","1,07",C,,
,,7-Empenho - 13001  2024  1593  0  16007000,0,C,0,"18,82","18,82",C,,
,,7-Empenho - 13001  2024  1594  0  16007000,0,C,0,"8,64","8,64",C,,
,,7-Empenho - 13001  2024  1595  0  16007000,0,C,0,"1,31","1,31",C,,
,,7-Empenho - 13001  2024  1596  0  15001002,0,C,"4,83","4,83",0,C,,
,,7-Empenho - 13001  2024  1597  0  15001002,0,C,"42,89","42,89",0,C,,
,,7-Empenho - 13001  2024  160  0  15001002,0,C,"4,74","4,74",0,C,,
,,7-Empenho - 13001  2024  1600  0  16007000,0,C,0,"1,44","1,44",C,,
,,7-Empenho - 13001  2024  1601  0  16007000,0,C,0,"2,06","2,06",C,,
,,7-Empenho - 13001  2024  1603  0  16007000,0,C,0,"7,49","7,49",C,,
,,7-Empenho - 13001  2024  1605  0  16007000,0,C,0,"8,61","8,61",C,,
,,7-Empenho - 13001  2024  1606  0  16007000,0,C,0,"8,16","8,16",C,,
,,7-Empenho - 13001  2024  1609  0  16007000,0,C,0,"14,99","14,99",C,,
,,7-Empenho - 13001  2024  161  0  15001002,0,C,"139,74","139,74",0,C,,
,,7-Empenho - 13001  2024  1610  0  16007000,0,C,0,"1,17","1,17",C,,
,,7-Empenho - 13001  2024  1611  0  16007000,0,C,0,"1,68","1,68",C,,
,,7-Empenho - 13001  2024  1613  0  15001002,0,C,0,"7,16","7,16",C,,
,,7-Empenho - 13001  2024  162  0  15001002,0,C,"28,73","28,73",0,C,,
,,7-Empenho - 13001  2024  1627  0  15001002,0,C,"13,13","13,13",0,C,,
,,7-Empenho - 13001  2024  163  0  15001002,0,C,"12,9","12,9",0,C,,
,,7-Empenho - 13001  2024  1631  0  16217000,0,C,"1.703,40","1.703,40",0,C,,
,,7-Empenho - 13001  2024  1638  0  16217000,0,C,0,"57,6","57,6",C,,
,,7-Empenho - 13001  2024  164  0  16217000,0,C,"16,2","16,2",0,C,,
,,7-Empenho - 13001  2024  1640  0  16217000,0,C,0,"3,65","3,65",C,,
,,7-Empenho - 13001  2024  1641  0  15001002,0,C,0,"48,1","48,1",C,,
,,7-Empenho - 13001  2024  1644  0  16217000,0,C,0,"1,27","1,27",C,,
,,7-Empenho - 13001  2024  165  0  15001002,0,C,"17,94","17,94",0,C,,
,,7-Empenho - 13001  2024  1652  0  16217000,0,C,0,"5,15","5,15",C,,
,,7-Empenho - 13001  2024  1653  0  16217000,0,C,0,"3,69","3,69",C,,
,,7-Empenho - 13001  2024  166  0  15001002,0,C,"19,01","19,01",0,C,,
,,7-Empenho - 13001  2024  1664  0  15001002,0,C,0,"13,13","13,13",C,,
,,7-Empenho - 13001  2024  1666  0  15001002,0,C,0,"1,95","1,95",C,,
,,7-Empenho - 13001  2024  167  0  16217000,0,C,"3,54","3,54",0,C,,
,,7-Empenho - 13001  2024  168  0  16217000,0,C,"15,12","15,12",0,C,,
,,7-Empenho - 13001  2024  1682  0  15001002,0,C,"34,03","34,03",0,C,,
,,7-Empenho - 13001  2024  1687  0  16217000,0,C,"3,81","3,81",0,C,,
,,7-Empenho - 13001  2024  1688  0  16007000,0,C,"288,82","288,82",0,C,,
,,7-Empenho - 13001  2024  1689  0  16007000,0,C,"19.279,81","19.279,81",0,C,,
,,7-Empenho - 13001  2024  169  0  15001002,0,C,"6,62","6,62",0,C,,
,,7-Empenho - 13001  2024  1691  0  16007000,0,C,"3.051,49","3.051,49",0,C,,
,,7-Empenho - 13001  2024  1692  0  16007000,0,C,"2.255,22","2.255,22",0,C,,
,,7-Empenho - 13001  2024  1694  0  15001002,0,C,"173,24","173,24",0,C,,
,,7-Empenho - 13001  2024  1696  0  15001002,0,C,"825,39","825,39",0,C,,
,,7-Empenho - 13001  2024  1698  0  15001002,0,C,"784,08","784,08",0,C,,
,,7-Empenho - 13001  2024  170  0  15001002,0,C,"19,68","19,68",0,C,,
,,7-Empenho - 13001  2024  1700  0  16007000,0,C,"1.250,80","1.250,80",0,C,,
,,7-Empenho - 13001  2024  1702  0  16007000,0,C,"115,21","115,21",0,C,,
,,7-Empenho - 13001  2024  171  0  15001002,0,C,"12,74","12,74",0,C,,
,,7-Empenho - 13001  2024  172  0  16217000,0,C,"4,9","4,9",0,C,,
,,7-Empenho - 13001  2024  1728  0  15001002,0,C,0,"60,1","60,1",C,,
,,7-Empenho - 13001  2024  1729  0  16217000,0,C,"99,84","99,84",0,C,,
,,7-Empenho - 13001  2024  173  0  15001002,0,C,"12,77","12,77",0,C,,
,,7-Empenho - 13001  2024  1730  0  15001002,0,C,"10,5","10,5",0,C,,
,,7-Empenho - 13001  2024  1731  0  16217000,0,C,"0,6","0,6",0,C,,
,,7-Empenho - 13001  2024  174  0  15001002,0,C,"26,37","26,37",0,C,,
,,7-Empenho - 13001  2024  175  0  16217000,0,C,"9,58","9,58",0,C,,
,,7-Empenho - 13001  2024  176  0  15001002,0,C,"30,26","30,26",0,C,,
,,7-Empenho - 13001  2024  177  0  16007000,0,C,"5,47","5,47",0,C,,
,,7-Empenho - 13001  2024  178  0  15001002,0,C,"15,04","15,04",0,C,,
,,7-Empenho - 13001  2024  179  0  15001002,0,C,"43,2","43,2",0,C,,
,,7-Empenho - 13001  2024  180  0  16217000,0,C,"4,32","4,32",0,C,,
,,7-Empenho - 13001  2024  181  0  15001002,0,C,"6,05","6,05",0,C,,
,,7-Empenho - 13001  2024  182  0  16217000,0,C,"2,25","2,25",0,C,,
,,7-Empenho - 13001  2024  184  0  16217000,0,C,"2,52","2,52",0,C,,
,,7-Empenho - 13001  2024  185  0  16217000,0,C,"48,08","48,08",0,C,,
,,7-Empenho - 13001  2024  190  0  15001002,0,C,"19,92","19,92",0,C,,
,,7-Empenho - 13001  2024  191  0  16007000,0,C,99,99,0,C,,
,,7-Empenho - 13001  2024  192  0  16217000,0,C,"2,69","2,69",0,C,,
,,7-Empenho - 13001  2024  193  0  16007000,0,C,"2.543,12","2.543,12",0,C,,
,,7-Empenho - 13001  2024  194  0  15001002,0,C,"307,44","307,44",0,C,,
,,7-Empenho - 13001  2024  197  0  16217000,0,C,"610,34","610,34",0,C,,
,,7-Empenho - 13001  2024  199  0  16007000,0,C,"0,12","0,12",0,C,,
,,7-Empenho - 13001  2024  2  0  16007000,0,C,"7,93","7,93",0,C,,
,,7-Empenho - 13001  2024  212  0  16217000,0,C,"1,51","1,51",0,C,,
,,7-Empenho - 13001  2024  213  0  16217000,0,C,"25,11","25,11",0,C,,
,,7-Empenho - 13001  2024  214  0  16217000,0,C,"243,72","243,72",0,C,,
,,7-Empenho - 13001  2024  218  0  15001002,0,C,"38,43","38,43",0,C,,
,,7-Empenho - 13001  2024  22  0  16007000,0,C,"8,64","8,64",0,C,,
,,7-Empenho - 13001  2024  220  0  15001002,0,C,"35,1","35,1",0,C,,
,,7-Empenho - 13001  2024  224  0  16007000,0,C,"15,12","15,12",0,C,,
,,7-Empenho - 13001  2024  226  0  15001002,0,C,"19,66","19,66",0,C,,
,,7-Empenho - 13001  2024  227  0  15001002,0,C,"34,15","34,15",0,C,,
,,7-Empenho - 13001  2024  23  0  16007000,0,C,48,48,0,C,,
,,7-Empenho - 13001  2024  231  0  16007000,0,C,"973,82","973,82",0,C,,
,,7-Empenho - 13001  2024  232  0  16007000,0,C,"17.826,93","17.826,93",0,C,,
,,7-Empenho - 13001  2024  233  0  16007000,0,C,"2.094,84","2.094,84",0,C,,
,,7-Empenho - 13001  2024  234  0  16007000,0,C,"2.746,85","2.746,85",0,C,,
,,7-Empenho - 13001  2024  238  0  15001002,0,C,"439,65","439,65",0,C,,
,,7-Empenho - 13001  2024  239  0  15001002,0,C,"485,11","485,11",0,C,,
,,7-Empenho - 13001  2024  24  0  16007000,0,C,"20,88","20,88",0,C,,
,,7-Empenho - 13001  2024  240  0  15001002,0,C,"692,98","692,98",0,C,,
,,7-Empenho - 13001  2024  244  0  16007000,0,C,"582,36","582,36",0,C,,
,,7-Empenho - 13001  2024  246  0  16007000,0,C,"82,66","82,66",0,C,,
,,7-Empenho - 13001  2024  247  0  16007000,0,C,"213,5","213,5",0,C,,
,,7-Empenho - 13001  2024  25  0  16007000,0,C,"41,61","41,61",0,C,,
,,7-Empenho - 13001  2024  262  0  15001002,0,C,"94,4","94,4",0,C,,
,,7-Empenho - 13001  2024  263  0  15001002,0,C,"14,04","14,04",0,C,,
,,7-Empenho - 13001  2024  264  0  15001002,0,C,"54,45","54,45",0,C,,
,,7-Empenho - 13001  2024  27  0  15001002,0,C,"40,57","40,57",0,C,,
,,7-Empenho - 13001  2024  29  0  15001002,0,C,"56,16","56,16",0,C,,
,,7-Empenho - 13001  2024  294  0  16217000,0,C,"259,22","259,22",0,C,,
,,7-Empenho - 13001  2024  295  0  16217000,0,C,"27,54","27,54",0,C,,
,,7-Empenho - 13001  2024  296  0  16217000,0,C,"1,84","1,84",0,C,,
,,7-Empenho - 13001  2024  298  0  15001002,0,C,"192,31","192,31",0,C,,
,,7-Empenho - 13001  2024  3  0  16007000,0,C,"1,17","1,17",0,C,,
,,7-Empenho - 13001  2024  300  0  16007000,0,C,"5,41","5,41",0,C,,
,,7-Empenho - 13001  2024  301  0  15001002,0,C,"43,77","43,77",0,C,,
,,7-Empenho - 13001  2024  302  0  16217000,0,C,"2,94","2,94",0,C,,
,,7-Empenho - 13001  2024  303  0  16217000,0,C,"36,8","36,8",0,C,,
,,7-Empenho - 13001  2024  304  0  15001002,0,C,"55,98","55,98",0,C,,
,,7-Empenho - 13001  2024  305  0  16007000,0,C,"9,35","9,35",0,C,,
,,7-Empenho - 13001  2024  306  0  16007000,0,C,"28,37","28,37",0,C,,
,,7-Empenho - 13001  2024  307  0  16217000,0,C,"20,68","20,68",0,C,,
,,7-Empenho - 13001  2024  308  0  15001002,0,C,"110,19","110,19",0,C,,
,,7-Empenho - 13001  2024  309  0  16217000,0,C,"9,02","9,02",0,C,,
,,7-Empenho - 13001  2024  31  0  16007000,0,C,"17,81","17,81",0,C,,
,,7-Empenho - 13001  2024  310  0  16217000,0,C,"5,75","5,75",0,C,,
,,7-Empenho - 13001  2024  311  0  15001002,0,C,"65,33","65,33",0,C,,
,,7-Empenho - 13001  2024  312  0  16217000,0,C,"22,77","22,77",0,C,,
,,7-Empenho - 13001  2024  313  0  16007000,0,C,"144,32","144,32",0,C,,
,,7-Empenho - 13001  2024  314  0  15001002,0,C,"34,8","34,8",0,C,,
,,7-Empenho - 13001  2024  315  0  15001002,0,C,"62,03","62,03",0,C,,
,,7-Empenho - 13001  2024  316  0  16217000,0,C,"10,5","10,5",0,C,,
,,7-Empenho - 13001  2024  317  0  15001002,0,C,"57,42","57,42",0,C,,
,,7-Empenho - 13001  2024  318  0  16217000,0,C,"6,89","6,89",0,C,,
,,7-Empenho - 13001  2024  319  0  15001002,0,C,"41,98","41,98",0,C,,
,,7-Empenho - 13001  2024  320  0  16217000,0,C,"0,88","0,88",0,C,,
